review_id,review_datePublished,review_jobTitle,review_worksFor,review_workLocation,review_ratingValue,rating_promotions,rating_skilldev,rating_culture,rating_worksatis,rating_salarybenifits,rating_jobsecurity,rating_worklifebal,likes,dislikes
review-38320155,2022-12-10,Fiber Engineer,Jio,Vijay nagar indore,4,3.0,5.0,5.0,5.0,5.0,4.0,4.0,It's real life company they give every person to use wifi in low cost ,It's no increase salary and all atmosphere only support for sales department
review-41600727,2023-03-19,JC Construction Engineer,Jio,Ahmedabad,4,3.0,4.0,4.0,4.0,4.0,4.0,4.0,Employees health policy with family cover. ,Pay scale is low.
review-38377833,2022-12-13,Jio Point Assistant Manager,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Jio Fiber offers superior internet experience to explore your digital life Jio Fiber is the  technology of the future, If offers the ultimate broadband experience of surt, stream, game, and work. ","Check of wifi signal strength in case of poor signal, Move your device close to the Jio home gateway"
review-42748870,2023-04-26,Office Peon,Jio,,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Working at home ,Home
review-36650907,2022-10-15,Senior Data Scientist,Jio,Hyderabad / Secunderabad,3,1.0,3.0,2.0,3.0,3.0,5.0,4.0,Supports work from home and less micro management. ,"Unclear vision and don't have a zeal to build things. They prefer aquisition so those who are willing to work hard and learn, this is not the place to work."
review-41785863,2023-04-04,Senior Executive SCM Lead,Jio,Ahmedabad,5,4.0,5.0,3.0,5.0,5.0,5.0,4.0,Everything ,"Nothing dislikes 
All is good no dislikes things"
review-43445474,2023-05-10,Manager-IAN Lead,Jio,Raiganj,5,3.0,4.0,4.0,4.0,3.0,5.0,4.0,Multiple work experience ,Appraisal procedure
review-39543119,2023-10-10,JPM,Jio,Teosa,5,5.0,5.0,5.0,5.0,5.0,5.0,4.0,"Good working, by Activity, big sim card and  mnp day ","No timeming work in this job , no time to work from this job"
review-51205846,2023-10-16,jio fiber technician,Jio,Warangal,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good staff and good job ,No dislike's
review-41512965,2023-03-17,Service Engineer,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Service woeking very likes ,Sales don't likes
review-45111736,2023-06-22,Sr. Executive Area Talent Acquisition ,Jio,Mumbai,5,2.0,5.0,4.0,5.0,5.0,3.0,5.0,Learning experience was good. ,
review-39625089,2023-01-17,DPT.Manager,Jio,Gujarat,4,1.0,4.0,2.0,2.0,2.0,4.0,3.0,Learning & development about ongoing & future technology ,Poor Organisation Structure & Work Distribution
review-41056683,2023-03-01,Jio Sms,Jio,Visakhapatnam,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Time to time salary and on time allovesens ,noo dislike about working at Jio fiber
review-32852905,2022-06-29,Telecaller,Jio,Sangareddy and zaheerbad ,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"Jio is a good place to work with, if you are in Departments other than sales, Work culture is good, Company policies are very well Distinguished. We also can assure Job security.thanks😊 ","Good but staff behavior is very bad,as well as interference of another section staff. Genius person can't work freely in the company Management people not paying attention on that matters.Hr not respond to the employee health, complaint sorry 😔 this not a public talk other company dislike working jio"
review-46617708,2023-07-26,HR Enterprise ,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good atmosphere ,Everything is good
review-39786865,2023-01-21,Customer Service Executive,Jio,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Nothing good ,Worst company.. nomore appraisal no hike . Work culture management not good
review-56182130,2024-03-17,Assistant Manager to State CEO,Jio,Pune,4,2.0,3.0,2.0,3.0,3.0,2.0,3.0,Good open culture ,"Salary structure, Appraisals are big issue"
review-40307773,2023-02-06,Assistant manager ESO,Jio,Bangalore / Bengaluru,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,On time salary ,"Management, custom services , employees benifit , high pressure and tourcher from the management ,worst management processing"
review-41851871,2023-03-26,Network and Telecom Manager,Jio,Aundh pune,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Always I have learn new ideas and things. ,Nothing
review-39965375,2023-02-02,Executive Officer,Jio,Unknown ,3,4.0,4.0,4.0,4.0,5.0,3.0,3.0,Too much work pressure but management is  always supportive ,Manay times i face a decision issue...
review-45245614,2023-09-23,SCM Assistant Logistic,Jio,Dhaulpur,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes like ,No not dislike
review-43390042,2023-05-10,Reliance Jio Advisor,Jio,,4,3.0,2.0,4.0,2.0,2.0,3.0,3.0,No iam not working present ,No iam not working
review-41490713,2023-03-16,Jio Fibre Slaes ,Jio,Coimbatore,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Amazing job but travel expenses is high ,Not clear team leader clear rough for teammates
review-15605971,2021-02-05,Customer Service Executive,Jio,Thane,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Not good ,"Worst management, it was simply terrible"
review-49447330,2023-09-14,Area Sales and Marketing Manager,Jio,,1,1.0,1.0,1.0,1.0,3.0,1.0,1.0,Nothing ,All things toxic environment pressure
review-40146867,2023-02-02,Senior HSO ,Jio,Kochi,4,3.0,4.0,4.0,4.0,4.0,5.0,4.0,It will increase your potential a specially if you tolking to a customer and learning how to handling them ,Nill
review-39794077,2023-06-08,Executive Engineer,Jio,Working as a field engineer. ,5,2.0,4.0,5.0,5.0,5.0,3.0,5.0,Sallery credit account in month last and medical benefits policies also good. ,"No over time and No sallery increment ,"
review-39978289,2023-01-28,Advisor,Jio,,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sellry time pr aa jati ,"Tourcher h chutti b ni milti na hi kch
Or job security 0 level kbi b nikaal skte"
review-32920395,2022-06-27,Jiofiber L1 Advisor,Jio,Bangalore / Bengaluru,5,5.0,5.0,5.0,5.0,4.0,5.0,5.0,"I have joined jio as a fresher so initially i felt totally like hopeless because i didnt knew the process, but with the way of training the employees and helping employees to build their skillset is excellent culture in jio. I think this is the ideal company for freshers to join as an employee. ",The only thing i dislike about jio is they provide 100% job security even though rest of the companies are not providing that much.
review-42461436,2023-04-16,Deployment Manager,Jio,Mohali,5,3.0,5.0,5.0,5.0,5.0,5.0,5.0,Working culture is good ,Nothing
review-49959152,2023-09-25,Realince jio,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,High earning ,No Weakly off
review-42316724,2023-04-11,Advisory Solution Advisor,Jio,,4,3.0,4.0,3.0,3.0,3.0,4.0,4.0,Skill ,No salary growth
review-54727064,2024-01-21,Home sales team leader ,Jio,Bhopal,5,5.0,5.0,4.0,4.0,5.0,5.0,4.0,We gain more experience and  knowledge ,Nothing
review-41702515,2023-03-22,Company Job,Jio,,4,4.0,3.0,4.0,4.0,4.0,3.0,4.0,Jio at great company Jio company my dream job ,No comment
review-40786915,2023-02-21,Sales Team Leader,Jio,,4,4.0,4.0,5.0,5.0,4.0,4.0,4.0,Reliance experience in jio fiber internet ,Very good company
review-37945021,2022-11-28,Assistant Store Manager,Jio,"Krishnanagar, mirik ",3,2.0,4.0,1.0,3.0,3.0,2.0,1.0,Work timing and good colleagues to help around ,"Very poor working culture , immense pressure , impossible targets to achieve 
Basically mental health on stake"
review-49533540,2023-09-16,Summer Intern,Jio,Navi Mumbai,4,3.0,3.0,3.0,3.0,3.0,3.0,4.0,Good campus at navi mumbai ,Still using outdated technologied for development
review-43412008,2024-04-28,Manager,Jio,,2,3.0,2.0,1.0,1.0,2.0,3.0,1.0,Nothing ,Everything Culture Is not Good
review-43641978,2023-05-16,Senior Executive,Jio,New Delhi,5,5.0,5.0,5.0,5.0,5.0,5.0,4.0,Ok ,Travel working tower Engineer
review-41358219,2023-03-13,Finance Leade,Jio,Bhubaneswar,2,1.0,1.0,1.0,2.0,2.0,4.0,2.0,Job Security ,"Work culture 
Promotion and Appraisal"
review-39791377,2023-01-22,Jio distributor side,Jio,Baran,4,2.0,3.0,3.0,2.0,3.0,2.0,3.0,I like working in freelance job in jio company please provide me the freelancer jobs in jio company ,Offroll job i dont like
review-39453275,2023-01-11,Voice Process Executive,Jio,Bangalore / Bengaluru,4,1.0,1.0,4.0,2.0,3.0,1.0,2.0,Simply waste ,I have many dislikes to inform tat my team leader naveen venkatesh targetted me and he will see partiality very well. Due to him only i got mental torchel
review-42115496,2023-04-04,Jio Point Manager,Jio,Mumbai,4,3.0,4.0,5.0,5.0,5.0,5.0,4.0,Outstanding service ,In the above text opportunity
review-38435659,2022-12-15,Activation Officer,Jio,Neeladri road,5,1.0,4.0,4.0,4.0,1.0,5.0,3.0,Your knowledge will gain ,Salary increment it's not happening for all the year I'm working past 6 years only two times salary got hike
review-32601009,2022-06-21,Customer Support Executive,Jio,,5,4.0,5.0,4.0,4.0,4.0,5.0,4.0,Recently I applied this job .i heard everything was so good in jio. It's was my first job. I learned more things. It's really helps to improve my skills. ,Nothing
review-41067983,2023-06-22,Voice Process Executive,Jio,,3,2.0,2.0,2.0,1.0,2.0,3.0,2.0,Job security at pandamic situation ,"It's been No salary increment, experience"
review-43083270,2023-05-13,Assistant manager retails & service business development,Jio,Hyderabad / Secunderabad,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Management bad ,Need change not respectable
review-46439512,2023-07-16,Home Sales Officer,Jio,Axis mall ,3,3.0,2.0,3.0,2.0,4.0,2.0,3.0,Digital working environment ,"No job security, lots of pressure so work life balance affected."
review-45689278,2023-07-04,"Financial Accounting, Accounting payables and lasoning payments",Jio,Vijayawada,4,3.0,3.0,4.0,3.0,4.0,4.0,4.0,Good ,More work less man power
review-49634570,2023-09-18,ITI Electrician,Jio,Uttam nagar west,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good job ,Excellent  in Reliance jio company
review-41597633,2023-06-27,Manage GIS,Jio,Jammu,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excellent work inviorment in JIO ,"No, thing to dislike here"
review-46136522,2023-07-27,Customer Care Executive,Jio,,5,3.0,3.0,5.0,3.0,3.0,5.0,5.0,Job security and safe environment ,Nothing
review-42480264,2023-04-17,Network Engineer,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very best work ,No problem
review-59012698,2024-07-23,Product Manager,Jio,,3,2.0,4.0,3.0,3.0,1.0,2.0,5.0,good work life balance ,less stipend
review-31760081,2022-06-09,Costumer Service,Jio,Jamnagar,3,4.0,4.0,3.0,4.0,4.0,5.0,3.0,It is the only network in India which is truly 4G. This means not only data but also voice calls are on 4G. This is not an easy feat to achieve. It requires ver high precision network technology to support VoLTE calls. Othet netwoeks rely on 3g for voice. In this context we can say Jio is best and latest ,"After coming Jio many users port out to Jio from another network. Airtel , Vodafone & Idea loses their customers. Their earnings from per person revenue going down day by day. These three operators now coming with a validity game. Many people don't like it. They also move towards Jio. After these Jio overtake Airtel and then overtake"
review-39239887,2023-02-20,Assistant Manager,Jio,Hyderabad / Secunderabad,3,1.0,3.0,1.0,2.0,3.0,3.0,3.0,On time salary allowance and incentives ,"No work life balance, worst culture, Pressure on sales target, Internal politics"
review-41426059,2023-03-15,Beauty Advisor,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,This network is very good ,No reason
review-42992324,2023-05-05,JC Home Partner Lead,Jio,Dindigul,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good to work. ,No objection
review-39154679,2023-01-03,Executive,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"everything good in jio , like my role my team leader and all HR and every support is always there ",nothing
review-51272364,2023-10-17,Cce Executive,Jio,Sec 5 Salt Lake Bidhan Nagar West bangal,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Jio is one of the largest organisation.i have learnt lots of things there. ,In the jio I have worked there 3 yr but I'm not getting any promotion
review-40986565,2023-02-27,L1 backhaul Engineer,Jio,Patna,5,3.0,5.0,5.0,5.0,3.0,5.0,5.0,"work environment ,skill development, job security ",salary
review-35307249,2022-11-09,Senior Manager Electrical,Jio,Nagpur,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Working like a team is somewhat every employee dream....it's very very true in Reliance JIO.... ,"Employee career growth with benefit should happen timely...
Site and construction facilities required improvement....which is far different from main office RCP"
review-43368040,2023-05-09,Reliance jio FSE,Jio,Gangarampur,5,2.0,3.0,4.0,4.0,2.0,2.0,5.0,yes I like the job 👍 ,no
review-43543980,2023-05-12,Csa Supervisor,Jio,,4,4.0,4.0,5.0,1.0,5.0,5.0,4.0,"Team leader,HR all are very supportive. ",Nothing
review-37398965,2022-11-09,Assistant Manager,Jio,Bangalore Rural,2,1.0,1.0,1.0,1.0,5.0,2.0,1.0,Company is very good ,Management peoples are not good performance is not required promotions need Sr manager recondition appraisal also like that only Very worst culture meeting start with morning 6 AM life balance is zero in this organisation
review-41503063,2023-03-16,Assistant Manager,Jio,Nice ,4,3.0,5.0,4.0,4.0,3.0,5.0,4.0,Overall learning prospective good place to work.. ,No
review-39831579,2023-01-23,hso,Jio,Ghatshila,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Jio has a very large network. I feel good to do job here . ,Only sales postpaid stb plan
review-42394696,2023-04-14,Seles Executive,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Interestin working ,Time sedule
review-32445199,2022-06-21,Admission Counsellor,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Nice ,Some Times network problem
review-52175316,2023-11-11,JHD TEAM LEADER,Jio,Himayathnagar,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Nothing to like ,"No proper tym of working, need to login in morning 7 am till 11.30 pm.  Need to work on Sundays too. Management is not given any clarity about.  Different sub donates orders tou different work allocations."
review-58079242,2024-06-20,State Lead-Legal,Jio,Dehradun,2,2.0,2.0,1.0,2.0,2.0,2.0,2.0,Nothing ,Work and office culture. No growth.
review-38131503,2022-12-04,Territory Sales Manager,Jio,Market,4,4.0,3.0,3.0,4.0,3.0,2.0,3.0,"Good improvement, learning, pressure handling, sitiution handling, skills ","Employ behavior, distibuter and company thinking different, market work daily visit, many project,"
review-43964558,2023-05-25,Senior Executive,Jio,Pune,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Good ,,,,,,,,,,,,,,,,,,,,,,,,, 👍👍 ","Nothing ,,,,,,,,,,,,,,,,,,,,, 👍👍👍"
review-52476838,2023-11-22,Network Engineer,Jio,,3,3.0,3.0,3.0,3.0,3.0,5.0,4.0,"Job security, Office is great. Depends upon the team you join. ","They won't provide a good salary hike, provides hikes as per previous company CTC."
review-40623889,2023-02-16,Advisor,Jio,,4,2.0,4.0,4.0,3.0,3.0,3.0,3.0,Service is very good ,Engineering have visit within book time
review-39182909,2023-01-10,Jio Point Manager,Jio,Amritsar,4,4.0,5.0,4.0,4.0,4.0,4.0,4.0,A lot for learning and experience ,Mostly Day start at 6:30am with video confrence
review-38149029,2022-12-05,Online Mathematics Tutor,Jio,Business,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Only online many order in my business abhi खूब-खूब aabhari aahe tumchi service dila Badal business ,Amala jio ID na service dilyabaddan abhi tum badhiya hai business money order
review-39995785,2023-01-29,Sr. Manager- JCM,Jio,Sambalpur,5,5.0,4.0,4.0,4.0,5.0,5.0,4.0,Challenging projects and assignment ,Challenge with Internal talent promote
review-35691123,2022-09-13,FTTX - Project Team - Assistant Manager,Jio,Chennai,4,4.0,4.0,4.0,4.0,3.0,4.0,4.0,"We will get recognition as per our Hard work .
PF & Insurance benefits also good .
We can communicate the verticals easy . ",Need to implement the Application tools supporting to our work .we need to take extra load when we communicate with the softwares
review-39909139,2023-01-26,Team Lead,Jio,Aurangabad,5,3.0,5.0,5.0,5.0,3.0,3.0,5.0,Very nice company ,Management very poor quality
review-38444641,2022-12-15,Jio Point Manager,Jio,Gola Gokaran Nath,4,4.0,4.0,4.0,3.0,5.0,5.0,3.0,Job is secured. Seniors are very helpful. No worry about salery and other reimbursement. ,Unnecessary work pressure for sales team.
review-42646706,2023-04-22,ISP Facility Engineer,Jio,Asansol,5,2.0,3.0,5.0,4.0,3.0,4.0,4.0,Good working environment ,Promotion not available
review-39819971,2023-01-23,BPO Executive,Jio,,4,2.0,3.0,3.0,3.0,3.0,3.0,2.0,Work from home ,"The target is very high in adherence, retation and no paid leave"
review-42200466,2023-04-07,Jio Point Manager (Jpm),Jio,,4,2.0,3.0,4.0,3.0,4.0,2.0,3.0,Working hour ,Company boss bahavier
review-33251107,2022-06-29,Deputy Manager,Jio,Pune,5,3.0,5.0,4.0,5.0,2.0,5.0,5.0,"Job security is quite good,  learning is also good,  job satisfaction and overall experience is excellent,  only compensation in yearly is need to bit higher , retaintion policy should more effective which not . ",Yearly performance based hike is not upto the mark . Important resource migration prevention through retention policy is also not up to the mark . Interla job promotion benefit is not flexible.
review-40430531,2023-02-10,Service Engineer,Jio,Andheri,3,4.0,4.0,3.0,3.0,3.0,3.0,4.0,Not to give more pressure compare to other company ,Salary increment
review-33288171,2022-07-20,Sales Team Leader,Jio,Dumka,1,1.0,1.0,1.0,1.0,3.0,4.0,1.0,Nothing at all except in time salary. ,Long working hours... unrealistic target.. no work life balance. I was working in jharkhand area 2 where area head is Mr Satyakant Singh. Promotion and selection is completely based on cast basis. My L1 was Mr Subodh Singh who was responsible for many resignations previously also.. But due to Mr Satyakant Singh support he knows he is
review-42865958,2023-05-01,Jio Associate ,Jio,Bhandara,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Senior support ,No Dislike
review-43552660,2023-05-13,Jio,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Satisfaction ,Call follow is too much back to back
review-35846193,2023-02-08,Assistant Manager and Team Lead,Jio,3rd floor Jeevan Deep Building Salugara ,2,1.0,2.0,2.0,1.0,3.0,5.0,1.0,Seniors are supporting just . ,"No working hours ,No work culture, you will be torture every time presure full on and after resignation no full and final settlement."
review-42718174,2023-04-25,Ascm,Jio,Shamli,5,1.0,4.0,3.0,3.0,3.0,3.0,4.0,Good company ,Manager politics
review-42576142,2023-04-20,Corporate Admin Manager,Jio,Bhopal,4,3.0,4.0,5.0,4.0,3.0,5.0,4.0,Facilities were provided ,Promotion process
review-50938022,2023-10-12,Small and Medium Business Lead-Gujarat,Jio,Surat,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Worst company to work ,Everything
review-48456348,2023-08-23,Jio Fiber Sales Man ,Jio,Hyderabad / Secunderabad,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes ,Target is not interested
review-41312689,2023-03-11,Havaldar,Jio,,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Yes the very good company ,No more is not bad is company
review-42574790,2023-04-20,Civil Mast Engineer,Jio,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Jahava haha haha jahan haba ,Haha hahaha jahah jaha haba
review-41662285,2023-03-21,Liaising Officer (Senior Executive),Jio,Gachibowli ,5,4.0,5.0,5.0,5.0,4.0,5.0,4.0,"Very good coordinating with public, government officials, politicians and with police department ",Nothing
