,review_id,review_datePublished,review_author,review_jobTitle,review_worksFor,review_workLocation,review_ratingValue,review_bestRating,review_worstRating,rating_overall,rating_promotions,rating_skilldev,rating_culture,rating_worksatis,rating_salarybenifits,rating_jobsecurity,rating_worklifebal,likes,dislikes,work_details
7254,review-40824415,2023-02-22,Anonymous,Jio Point Manager,Jio,Mauganj Hanuman rewa sidhi satna,5,,,5,1.0,3.0,5.0,1.0,3.0,3.0,3.0,good job my best job ,My best job,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7255,review-29656655,2022-05-16,Anonymous,Senior Sales Executive,Jio,Bareilly,5,,,5,3.0,5.0,4.0,5.0,5.0,4.0,5.0,Reliance Jio company good work environment and culture.Teammates are supportive and the management is transparent. There a huge cafeteria and gaming arcade for chilling.Company policies are good appraisals are fair and they give good salary hike and bonus every year. ,Reliance Jio company is a lot of politics and the management doesn't address our issues. Salary is decent but career growth is slow.,"['Work days:', '\xa0Monday to Saturday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within Country.', 'All ']"
7256,review-38516845,2022-12-18,Anonymous,Dgss shift manager ,Jio,Jamnagar,4,,,4,3.0,4.0,3.0,4.0,3.0,3.0,5.0,Skills development and job culture is good. ,Internal politics,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7257,review-38278387,2022-12-09,Anonymous,Executive Materials,Jio,Mandsaur,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,RILLAINCE INDUSTRIES LTD ,Best company corporation is best,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within Country,\xa0', 'Travel Within City.']"
7258,review-41193699,2023-07-07,Anonymous,Marketing Officer,Jio,Multai,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Reliance jio working like Police ,Reliance jio no dislike working,"['Work days:', '\xa0Alternate Saturday off\n\t\t\t\t\t\t\t\t\t', ' ', '(Strict Timings', ')']"
7259,review-42534184,2023-04-18,Anonymous,Kolkata Channel Sales Manager,Jio,Sector v,1,,,1,2.0,1.0,1.0,1.0,3.0,1.0,1.0,Not finding any point ,Working style,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7260,review-36008883,2022-09-26,Anonymous,hi.nazeema shekh..mujhe..adilabad me. hi  job.dikhaye ,Jio,Adilabad,1,,,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,Jio office me job karna  mera dream  hai  please  mujhe adilabad  ke  jio office  me job  bataye      thank  you ,No  dislikes  ye  job  mera  dream  hai  please  mujhe  adilabad   me job  please   sir   thank  you,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7261,review-35966691,2022-09-23,Anonymous,Senior Manager,Jio,Mumbai,3,,,3,1.0,1.0,3.0,1.0,1.0,3.0,4.0,Work life balance ,"Hardly any Promotions as happen in IT after 5 years of employment.
Not high on adopting new tools prevalent like Service Now. Still going with HPSM. So not high learning.","['Work related travel:', '\xa0', 'This is a desk job.']"
7262,review-53965254,2023-12-27,Anonymous,,Jio,,2,,,2,1.0,1.0,1.0,3.0,1.0,1.0,5.0,Nothing ,"Bad payouts
Employee slavery
Politics
Bad appraisal and increments",[]
7263,review-37698225,2023-02-25,Anonymous,Assistant Console Officer,Jio,Navi Mumbai,3,,,3,3.0,4.0,4.0,3.0,3.0,5.0,3.0,Company culture Good ,No apprisal and dirty politics,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7264,review-42160478,2023-04-06,Anonymous,Jio Point Manager,Jio,Bikaner,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Mast ,No mast job jio,[]
7265,review-39111397,2023-01-01,Anonymous,Sales Officer,Jio,New Delhi,5,,,5,2.0,5.0,5.0,5.0,3.0,3.0,2.0,Seniors is always support working environment is good. ,When u not work in company You are then harassed a lot you will get calls every one hour.,"['Work related travel:', '\xa0', 'This is a desk job.']"
7266,review-33922059,2022-07-11,Anonymous,Marketing,Jio,,4,,,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Marketing is my good paiton ,This company is good no dislike this company,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7267,review-38304289,2022-12-10,Anonymous,Point Manager,Jio,Chennai,5,,,5,2.0,3.0,4.0,5.0,4.0,5.0,5.0,"Reliance is the best company. Job security,s salary hike promotion are available so I like about reliance jio ",Too much of Working hours,"['Work days:', '\xa0Monday to Saturday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7268,review-42310690,2023-04-11,Anonymous,Jio Point Manager,Jio,Navi Mumbai,1,,,1,5.0,5.0,5.0,5.0,3.0,5.0,5.0,Hello sir ,Yes sir,"['Work days:', '\xa0Monday to Saturday\n\t\t\t\t\t\t\t\t\t', ' ', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City,\xa0', 'Travel Within Country,\xa0', 'International Travel.']"
7269,review-39250163,2023-01-05,Anonymous,Data Analyst,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I willl like this you application and good job ,Not dillike,"['Work related travel:', '\xa0', 'This is a desk job.']"
7270,review-40177735,2023-02-03,Anonymous,Salesman,Jio,,5,,,5,3.0,2.0,3.0,2.0,5.0,4.0,5.0,Not the kind of thing we established east ,Yes like we travelled before we could not arrive theere,[]
7271,review-41754039,2023-03-23,Anonymous,"Tata Sky,Jio Fiber (Hso) Work",Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I like jio fiber ,Not,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7272,review-42755728,2023-04-27,Anonymous,Project Manager Optical Fiber Construction ,Jio,Guwahati,3,,,3,2.0,2.0,1.0,2.0,2.0,4.0,4.0,Working time ,"Work satisfaction, Increment",[]
7273,review-41931901,2023-03-28,Anonymous,Security Guard,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very good ,He his very good company,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7274,review-41519443,2023-03-17,Anonymous,Warehouse Transport Manager ,Jio,Surat,3,,,3,2.0,5.0,4.0,4.0,3.0,4.0,4.0,Good company ,Nothing for dislikes,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7275,review-41697385,2023-03-22,Anonymous,Tabassum Asif,Jio,,5,,,5,5.0,4.0,4.0,4.0,4.0,4.0,5.0,Jio is all over in India networks so good ,Nothing,"['Work related travel:', '\xa0', 'This is a desk job.']"
7276,review-40787825,2023-02-21,Anonymous,Sales Executive,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Employee benefit ,Hipe create pressure,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within Country.']"
7277,review-40085595,2023-01-31,Anonymous,Customer Sales Officer,Jio,South Delhi ,4,,,4,2.0,2.0,2.0,2.0,3.0,4.0,4.0,There must be work over team leader ,Teams leadr,"['Work related travel:', '\xa0', 'This is a desk job.']"
7278,review-47355998,2023-08-03,Anonymous,FTTX Design and Planning Engineer,Jio,Surat,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,All is good here ,Nothing wrong here,[]
7279,review-40550087,2023-02-14,Anonymous,Computer Operator and Clerk,Jio,Hyderabad / Secunderabad,5,,,5,3.0,3.0,2.0,3.0,4.0,4.0,5.0,Reliance jio most valuable service in public ,No,"['Work related travel:', '\xa0', 'This is a desk job.']"
7280,review-40938387,2023-02-25,Anonymous,Yes Premier Relationship Manager,Jio,,1,,,1,5.0,5.0,5.0,5.0,2.0,5.0,1.0,Home working ,Office today office today,[]
7281,review-37488881,2022-11-13,Anonymous,ISP Engineer,Jio,Yashawanthpura Bangalore,4,,,4,1.0,3.0,4.0,4.0,3.0,2.0,4.0,"I would like to work which has Network 4G & Fight with fault in Network & Good colleagues, Supported managers ",Nothing,"[' ', 'Work timings:\xa0', 'Flexible Timings', 'Work related travel:', '\xa0', 'This is a desk job.']"
7282,review-44518662,2023-06-08,Anonymous,Cluster Head,Jio,Mumbai,1,,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Like ,"Dislike 
Abidoodkdbhe
Bajdkod
Wnkdod
Ahkdod
Ajido",[]
7283,review-37676997,2022-11-20,Anonymous,Business Head - ROTS,Jio,Hyderabad / Secunderabad,5,,,5,3.0,5.0,5.0,5.0,5.0,5.0,5.0,"Nice Place to Work. You Have Freedom and Time. If You are Ambitious to Grow, Then It's the Place ",Not Any,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within Country.']"
7284,review-32201451,2022-07-15,Anonymous,Assistant Manager,Jio,Bhatkal,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Good ork environment and culture.teammates are supportive and the mangment is transparent.there isa huge cafeteria and Gaming arcade for chilling.company policies are good,salary hike and bonus evry year ",There is a lot of politics and the mangement doesn't but career growth is slow.there is a bond of 2years beforewhich you canot resign.,"['Work days:', '\xa0Rotational Shift\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within Country.', 'Food andtransport']"
7285,review-43396356,2023-05-10,Anonymous,Data Entry Operator and Computer Operator,Jio,Lucknow,5,,,5,5.0,5.0,5.0,5.0,4.0,5.0,5.0,That's one of the secure job . ,You active 24*7,[]
7286,review-38465793,2022-12-16,Anonymous,Network Planning Engineer,Jio,State office ,4,,,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6days working Saturday not holiday ,6days working Saturday is not holiday,"['Work related travel:', '\xa0', 'This is a desk job.']"
7287,review-41619873,2023-03-20,Anonymous,HSTL,Jio,Bagalkot,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good one company ,No  comments,"['Work related travel:', '\xa0', 'This is a desk job.']"
7288,review-48575968,2023-08-26,Anonymous,Deputy Manager,Jio,Ahmedabad,3,,,3,1.0,3.0,1.0,1.0,3.0,5.0,1.0,No ,No,[]
7289,review-43369954,2023-05-09,Anonymous,Senior Customer Service Executive,Jio,,1,,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Very very bad company in india ,Very very bad company in India,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7290,review-49320990,2023-12-04,Anonymous,JPM... Jio point Manager ,Jio,Khacharod,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excellent..... ,"No Dislikes 
All are Right",[]
7291,review-48472410,2023-08-23,Anonymous,jodhpur ,Jio,Jodhpur,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes like work ,No dislike work,[]
7292,review-32362545,2022-06-16,Anonymous,HR Intern,Jio,Hyderabad / Secunderabad,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Jio is a mobile networking operator and it is a fastest net all over India. In jio mobiles also we can see more offers and more apps like smart phones and now jio 5g also available. I'm very happy with jio. ,It's very hard to find but some times my mother phone will get struck in between..My mother uses jio phone,"['Work days:', '\xa0Monday to Friday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0', 'This is a desk job.']"
7293,review-37634905,2022-11-18,Anonymous,Executive SCM,Jio,Bareilly,5,,,5,2.0,5.0,5.0,4.0,2.0,4.0,5.0,Working in reliance very comfortable and smooth ,In salary growth minimum,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7294,review-37231215,2022-11-04,Anonymous,Field Officer (Real-Estate),Jio,Kendrapara,5,,,5,4.0,5.0,5.0,5.0,5.0,5.0,5.0,This is a good organization for working as well as learning different kinds of work regarding PROJECT MANAGEMENT. ,NA,"['Work days:', '\xa0Monday to Saturday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7295,review-46484068,2023-07-17,Anonymous,Fiber Engineer,Jio,Sehore,5,,,5,2.0,3.0,2.0,3.0,3.0,2.0,5.0,Average ,"Pressure every day, and I was engineer post but every day pressurized for sales .....","['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7296,review-43240998,2023-05-08,Anonymous,HSO,Jio,,5,,,5,1.0,5.0,5.0,4.0,2.0,1.0,5.0,Best Company ,Salary increment Job Rolls,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within Country.']"
7297,review-37875567,2022-11-26,Anonymous,Assistant Manager,Jio,Hyderabad / Secunderabad,5,,,5,3.0,5.0,5.0,4.0,5.0,3.0,4.0,"Great work environment,work your day achieve the target and you are the happiest person. ",Work pressure some times and you should be in a team were you get the support from your manager if not then waste of time working there,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7298,review-51151634,2023-10-15,Anonymous,Computer Operator,Jio,Mumbai,5,,,5,5.0,5.0,5.0,4.0,5.0,5.0,5.0,Good ,Nothing ok ok on ok,"['Work days:', '\xa0Monday to Saturday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0', 'This is a desk job.']"
7299,review-48265542,2023-08-19,Anonymous,Executive Officer,Jio,"Balrampur ,UP",3,,,3,4.0,4.0,4.0,4.0,4.0,2.0,2.0,Supporting staff and many skills develope to their employees ,Nothing to dislike,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7300,review-41408725,2023-03-14,Anonymous,Financial Administrator,Jio,UPW Mainpuri ,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very good working culture. ,Nothing,"['Work related travel:', '\xa0', 'This is a desk job.']"
7301,review-42962394,2023-05-04,Anonymous,Data Center Design & Build Engineer,Jio,Navi Mumbai,2,,,2,1.0,1.0,2.0,3.0,1.0,4.0,2.0,I likes job security and office ambiance ,I dislikes about work culture and less growth for young generation,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within Country.']"
7302,review-35406233,2022-09-09,Anonymous,Field Sales Executive,Jio,Balamau kachhauna patseni Hardoi ,3,,,3,4.0,5.0,5.0,5.0,5.0,5.0,4.0,"By working in Jio, we have got a good recognition in our whole area and at the same time, I thank Jio for learning to make unknown people believe in our words. ","After working in Jio, I did not feel anything that I did not like. So I do not want to say anything about it.","['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7303,review-38241373,2022-12-08,Anonymous,Welder and Gas Cutter,Jio,Kolkata,4,,,4,5.0,4.0,4.0,4.0,5.0,4.0,4.0,Very good company. I need a work. ,Sales and marketing,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City,\xa0', 'Travel Within Country.']"
7304,review-49950048,2023-09-25,Anonymous,Customer Care Executive,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,It was awesome ,No i do not have any dislikes,[]
7305,review-43987344,2023-05-25,Anonymous,Service Advisor,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"👍👍👍👍👍👍👍👍👍👍👍👍Yes,i like it. ","No,i am very happy🙂🙂",[]
7306,review-46752082,2023-07-23,Anonymous,Engineer Tower,Jio,Sikar,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good For Carrier Growth. ,No reason to dislike.,[]
7307,review-53691316,2023-12-21,Anonymous,Jio xdss,Jio,Assam,3,,,3,2.0,2.0,4.0,3.0,3.0,2.0,3.0,Nice ,Jio job is like at all,[]
7308,review-41818087,2023-03-25,Anonymous,M.S.L ,Jio,Patna,5,,,5,3.0,4.0,4.0,5.0,4.0,5.0,3.0,Good company and good team ,No,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7309,review-39657267,2023-01-18,Anonymous,Senior Hso,Jio,Kolkata,1,,,1,2.0,1.0,1.0,1.0,3.0,1.0,1.0,Salary on time... ,Job sequrity nahi ha ya par...,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7310,review-39752845,2023-04-19,Anonymous,Talent Acquisition-HR,Jio,Warangal,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,As iam a member iam feeling proud to working with JIO ,Nothing,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7311,review-41631229,2023-03-20,Anonymous,Advisor,Jio,,4,,,4,3.0,3.0,4.0,4.0,4.0,4.0,3.0,Work from home ,Target based work,"['Work related travel:', '\xa0', 'This is a desk job.']"
7312,review-40784277,2023-02-21,Anonymous,Customer Relation Officer,Jio,,3,,,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Happy to work in jio ,There is nothing to dislike,"['Work related travel:', '\xa0', 'This is a desk job.']"
7313,review-39845601,2023-01-24,Anonymous,Assistant Manager,Jio,Raipur,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Everything is good ,Everything is good,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7314,review-32590499,2022-06-21,Anonymous,Customer Service Associate,Jio,,4,,,4,4.0,4.0,5.0,4.0,4.0,5.0,3.0,"It's good,and i am very happy to say ","Not bad, it's good experiences","['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7315,review-44413882,2023-06-06,Anonymous,Assistant Manager,Jio,35km,3,,,3,3.0,5.0,4.0,3.0,3.0,2.0,2.0,Skill development&  more learning ,MANY KPI,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7316,review-46665370,2023-07-21,Anonymous,Store Manager,Jio,Hyderabad / Secunderabad,5,,,5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Jio Tele calling  costumer  support. ... ,Less salary,"['Work related travel:', '\xa0', 'This is a desk job.']"
7317,review-38960633,2022-12-30,Anonymous,Network Deployment Engineer,Jio,Cyber hub,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I m very much like to work with this organization ,No,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7318,review-38878231,2022-12-29,Anonymous,Assistant Manager,Jio,Ashok park main,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Overall good ,No dislike any working time reliance jio,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7319,review-40751861,2023-05-30,Anonymous,Center Manager,Jio,Adoni,5,,,5,4.0,5.0,4.0,4.0,5.0,4.0,4.0,Good haha ..... ,Nothing 😜.....,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7320,review-39802871,2023-01-22,Anonymous,JPM,Jio,Sonbhadra,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good Campany jio ,Good job jio,"['Work days:', '\xa0Monday to Saturday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0', 'This is a desk job.']"
7321,review-36329717,2022-10-05,Anonymous,Team Leader TL,Jio,Jeypore,5,,,5,1.0,5.0,5.0,5.0,4.0,5.0,5.0,Good but totally politics always u have to keep ur boss happy if complete ur task after that he will not support u any more because its his choice even higher offers also not support to us. Because your problems will kept under ur L1 dustbin so how can  higher authoauthorities can understand ur problems ,No comments,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
7322,review-34534581,2022-08-05,Anonymous,Customer Care Representative,Jio,Pithapuram,2,,,2,2.0,1.0,1.0,2.0,1.0,4.0,2.0,My husband working for jio reliance pithapuram such a worst people mainly manager jagadeesh and cluster manager sireesh very very worst they supply only fraud people they dont like loyal once .jagadeesh every day take company money for for his drink and biryaani and this is supported by cluster manager sireesh is this tha culture.i d,Very worst people,"['Work related travel:', '\xa0', 'This is a desk job.']"
